source_dataset,fold,split_type,task_id,impl_index,char_lev_raw,char_lev_norm,token_lev_raw,token_lev_norm,ast_changed_nodes,ast_norm_ratio,codebert_cosine,unixcoder_cosine
phase2/s1_baseline,0,validate,BigCodeBench/432,1,9,0.0391304347826087,4,0.0714285714285714,3,0.0215827338129496,0.9990551471710204,0.9693790674209596
phase2/s1_baseline,0,validate,BigCodeBench/454,1,14,0.023372287145242,1,0.0082644628099173,2,0.0072463768115942,0.997976005077362,0.970754325389862
phase2/s1_baseline,0,validate,BigCodeBench/456,1,81,0.2425149700598802,6,0.0967741935483871,3,0.0236220472440944,0.9926828742027284,0.9428563714027404
phase2/s1_baseline,0,validate,BigCodeBench/482,1,46,0.0385582564962279,17,0.0841584158415841,2,0.0042735042735042,0.9991686940193176,0.9731922149658204
phase2/s1_baseline,0,validate,BigCodeBench/497,1,11,0.0495495495495495,2,0.048780487804878,3,0.0297029702970297,0.9986366033554076,0.9783954620361328
phase2/s1_baseline,0,validate,BigCodeBench/504,1,9,0.0259365994236311,1,0.0129870129870129,3,0.0181818181818181,0.9962254166603088,0.9940982460975648
phase2/s1_baseline,0,validate,BigCodeBench/512,1,76,0.1442125237191651,17,0.1317829457364341,2,0.0078740157480314,0.9900433421134948,0.975151777267456
phase2/s1_baseline,0,validate,BigCodeBench/522,1,27,0.0335820895522388,10,0.0588235294117647,3,0.0076726342710997,0.998616099357605,0.9880358576774596
phase2/s1_baseline,0,validate,BigCodeBench/548,1,118,0.292803970223325,1,0.0196078431372549,2,0.0169491525423728,0.989608645439148,0.9652324914932252
phase2/s1_baseline,0,validate,BigCodeBench/551,1,282,0.3353151010701545,8,0.0707964601769911,3,0.0121457489878542,0.993826985359192,0.931077241897583
phase2/s1_baseline,0,validate,BigCodeBench/558,1,124,0.2683982683982684,5,0.0515463917525773,3,0.0131004366812227,0.99636310338974,0.9304254055023192
phase2/s1_baseline,0,validate,BigCodeBench/564,1,20,0.0446428571428571,4,0.048780487804878,3,0.0146341463414634,0.9974111318588256,0.974535346031189
